hist_district_ID,tot_years,pop_total,pop_white,housing_total,housing_owned,housing_rental,pop_poc,pct_poc,pct_rental
D_038,45.0,3047.269170492836,2399.1669361387144,1906.6756405540725,746.7391476954812,1159.9364928585915,648.1022343541214,21.268296238146352,60.83554371741585
D_039,25.0,9022.18088871443,5503.956165304801,4372.258876244141,1769.2597480778302,2602.999128166311,3518.2247234096303,38.99528026322848,59.5344237805594
D_040,47.0,10676.953537945328,8459.632218167786,6596.72885652398,2380.4335970652483,4216.295259458731,2217.3213197775412,20.767359452275393,63.91493952777722
D_041,16.0,172.64602927336665,139.6219680386848,69.95951802789419,43.81753252277874,26.141985505115453,33.02406123468183,19.128190421565815,37.36730360934183
D_042,24.0,2012.304440910939,797.0300669530978,939.5820948843993,251.14068628565582,688.4414085987436,1215.2743739578414,60.39217273742662,73.27102254789618
D_043,42.0,16.01382989994793,11.544920803375561,5.289710827498131,2.141411245378427,3.1482995821197046,4.468909096572366,27.90656029502909,59.51742325409407
D_044,-666666.0,27.052564516641876,10.111395727587203,13.559598224474438,3.3649125815034844,10.194685642970953,16.94116878905467,62.62315270935961,75.18427518427518
D_045,50.0,893.497322818436,333.96112989580706,447.8490275703245,111.13698227175128,336.7120452985732,559.536192922629,62.62315270935961,75.18427518427517
D_046,47.0,418.055361935888,300.84092576513325,316.16678424750796,24.124036500034272,292.0427477474737,117.21443617075475,28.03801765105227,92.36983842010773
D_056,-666666.0,1587.5694277295497,237.5119183247538,500.2385686406776,333.18200156589916,167.05656707477846,1350.057509404796,85.03927361057654,33.395379234497916
D_057,-666666.0,551.6097396631753,476.8053705795524,292.91270716519176,181.02657318236766,111.88613398282412,74.804369083623,13.561103748693805,38.19777402819351
D_058,224.0,722.242242442284,451.99458970339685,0.23878794020583433,0.18361921516696467,0.05516872503886966,270.24765273888715,37.417868529129024,23.103647944412277
D_059,59.0,3694.282061137058,3107.4825908317803,1348.4214661892386,1033.2139087585144,315.2075574307242,586.7994703052781,15.883992088158744,23.3760411958977
D_060,-666666.0,4749.35172900396,3756.802967717409,2532.441291448593,1074.881780593857,1457.5595108547354,992.5487612865512,20.898615598948485,57.55551039925552
D_061,-666666.0,89.35657224110555,77.23768812160661,47.452164041238085,29.327699569187445,18.124464472050644,12.118884119498944,13.562386980108498,38.19523269012486
D_062,-666666.0,173.61418152158703,150.0679543712814,92.19656053075236,56.98186970373968,35.21469082701268,23.546227150305654,13.562386980108498,38.19523269012486
D_063,-666666.0,2460.672895191641,1914.18259148253,1154.2166638209867,680.7162610776437,473.50040274334293,546.4903037091115,22.208978071689206,41.02352856142618
D_064,-666666.0,633.8738572872661,494.2706863370944,429.97776652652885,119.22865410879528,310.74911241773356,139.6031709501717,22.023809523809522,72.27097227097227
D_065,5.0,62.94687479406608,16.446032305589664,19.697576097305483,17.764225734663643,1.9333503626418382,46.50084248847642,73.8731551655365,9.81516889738687
D_066,9.0,103.70691386826131,85.19506083900815,36.73093952641351,25.335565277262535,11.395374249150972,18.51185302925316,17.850162866449512,31.023911710606992
D_067,-666666.0,15452.275069837578,1762.673113635408,5692.6245934077015,2686.858745998482,3005.76584740922,13689.60195620217,88.59279228677403,52.80105508608495
D_068,9.0,4057.46262310333,2358.6631971660763,2289.0098838774998,652.2504738826198,1636.7594099948801,1698.7994259372538,41.868516946138506,71.50512636591455
D_069,9.0,1758.4736073896845,362.23239103532825,565.5764832756148,273.7324318619242,291.84405141369064,1396.2412163543563,79.40074906367042,51.60116448326056
D_070,9.0,1393.6884264128134,976.1956716244446,171.5345079617303,14.702144373255024,156.83236358847526,417.4927547883687,29.955960520024185,91.4290456492083
D_071,8.0,274.47399941724444,91.14654479541444,94.00270881776808,70.4853459018136,23.51736291595448,183.32745462183,66.79228451914052,25.01775024541559
D_072,8.0,1208.6665585276146,136.80099431919803,484.33887203087136,72.74296989529198,411.59590213557937,1071.8655642084166,88.68165968901732,84.9809763172064
D_073,7.0,109.5133757432801,28.12443624686725,30.070764014816543,3.8926555358985815,26.17810847891796,81.38893949641285,74.31872037914692,87.05501618122977
D_074,7.0,0.06384512156019222,0.06384512156019222,0.01473348959081359,0.0,0.01473348959081359,0.0,0.0,100.0
D_075,7.0,646.3101063497198,502.00231158786556,333.30147996252884,126.381840603739,206.91963935878985,144.30779476185424,22.32794959325129,62.08182435375104
D_076,6.0,110.60121441659692,77.00258139481608,47.175223508133094,39.04983980796773,8.125383700165365,33.598633021780834,30.378177309361437,17.223837209302324
D_077,5.0,4313.252450873864,738.8796042408794,1597.3189023209318,727.685328476138,869.6335738447939,3574.372846632984,82.8695488461107,54.44332829100071
D_078,5.0,5145.377583995196,2584.3118476227237,2056.80709102693,1407.6527583428874,649.1543326840422,2561.065736372472,49.774106847643615,31.56126481263394
D_079,59.0,0.45112431347951254,0.45112431347951254,0.10410561080296443,0.0,0.10410561080296443,0.0,0.0,100.0
D_080,7.0,0.47366945139270195,0.4720517826126579,0.10926367916830432,0.00042565491969298884,0.10883802424861133,0.001617668780044047,0.34151849465649775,99.61043329042826
D_081,32.0,823.9404651084732,122.2529889031454,261.8904404268177,166.02832501145912,95.86211541535864,701.6874762053278,85.1624001878521,36.60390018785211
D_082,2.0,99.12942465144495,80.16775954031395,40.16916462073178,25.15903091956661,15.010133701165165,18.961665111130994,19.128190421565815,37.367303609341825
NA,-666666.0,520398.30578618747,181233.87918100768,206934.8774580068,86577.83502904097,120357.04242896585,339164.4266051798,65.17400668566549,58.16179655524228
